shipment_id,origin_port,destination_port,carrier_name,carrier_reliability,etd,eta,month,day_of_week,transit_days,container_type,risk_flag,base_delay_rate,seasonal_factor,weekday_factor,delay_probability,will_delay,delay_hours,delay_category
TRAIN-00139,Port Klang,Le Havre,MAERSK,0.92,2025-11-29T11:19:13.128971,2026-01-02T11:19:13.128971,11,5,34,20GP,False,0.26,0.1,0.05,0.36,False,0,on_time
TRAIN-00140,Hong Kong,Singapore,HAPAG-LLOYD,0.91,2025-03-14T11:19:13.128978,2025-03-19T11:19:13.128978,3,4,5,40GP,False,0.07,0.1,0.03,0.17,False,0,on_time
TRAIN-00141,Yantian,Felixstowe,MAERSK,0.92,2025-12-14T11:19:13.128985,2026-01-21T11:19:13.128985,12,6,38,45HC,True,0.3,0.08,0.05,0.38,True,29,delayed
TRAIN-00142,Hong Kong,Singapore,COSCO,0.9,2025-04-27T11:19:13.128992,2025-05-02T11:19:13.128992,4,6,5,40HC,False,0.07,0.02,0.05,0.12,False,0,on_time
TRAIN-00143,Shanghai,Hamburg,HMM,0.84,2025-10-24T11:19:13.128999,2025-11-29T11:19:13.128999,10,4,36,40HC,False,0.28,0.12,0.03,0.48,False,0,on_time
TRAIN-00144,Los Angeles,Hamburg,HMM,0.84,2025-11-01T11:19:13.129008,2025-11-25T11:19:13.129008,11,5,24,20GP,False,0.35,0.1,0.05,0.55,False,0,on_time
TRAIN-00145,Singapore,Jakarta,MAERSK,0.92,2025-07-10T11:19:13.129015,2025-07-14T11:19:13.129015,7,3,4,45HC,False,0.1,0.03,0.01,0.09,False,0,on_time
TRAIN-00146,Yantian,Felixstowe,MSC,0.88,2025-04-10T11:19:13.129021,2025-05-18T11:19:13.129021,4,3,38,40HC,False,0.3,0.02,0.01,0.33,False,0,on_time
TRAIN-00147,Shanghai,Rotterdam,ONE,0.87,2025-04-29T11:19:13.129028,2025-06-03T11:19:13.129028,4,1,35,40HC,True,0.25,0.02,0.01,0.577,True,57,delayed
TRAIN-00148,New York,Rotterdam,ONE,0.87,2025-12-25T11:19:13.129036,2026-01-05T11:19:13.129036,12,3,11,40GP,False,0.18,0.08,0.01,0.29,False,0,on_time
TRAIN-00149,Shanghai,Long Beach,MSC,0.88,2025-06-23T11:19:13.129042,2025-07-08T11:19:13.129042,6,0,15,40GP,False,0.18,0.0,0.02,0.2,False,0,on_time
TRAIN-00150,Singapore,Jakarta,HMM,0.84,2025-02-04T11:19:13.129050,2025-02-08T11:19:13.129050,2,1,4,40GP,False,0.1,0.15,0.01,0.31,False,0,on_time
TRAIN-00151,Los Angeles,Hamburg,EVERGREEN,0.86,2025-07-05T11:19:13.129057,2025-07-29T11:19:13.129057,7,5,24,20GP,False,0.35,0.03,0.05,0.47,False,0,on_time
TRAIN-00152,Shanghai,Rotterdam,CMA CGM,0.85,2025-02-27T11:19:13.129063,2025-04-03T11:19:13.129063,2,3,35,20GP,False,0.25,0.15,0.01,0.44,True,70,delayed
TRAIN-00153,Shanghai,Hamburg,EVERGREEN,0.86,2025-11-26T11:19:13.129071,2026-01-01T11:19:13.129071,11,2,36,40GP,False,0.28,0.1,0.0,0.42,False,0,on_time
TRAIN-00154,Hong Kong,Singapore,EVERGREEN,0.86,2025-09-25T11:19:13.129078,2025-09-30T11:19:13.129078,9,3,5,40GP,False,0.07,0.08,0.01,0.2,False,0,on_time
TRAIN-00155,New York,Rotterdam,MSC,0.88,2025-12-15T11:19:13.129085,2025-12-26T11:19:13.129085,12,0,11,40GP,False,0.18,0.08,0.02,0.28,False,0,on_time
TRAIN-00156,Ningbo,Long Beach,COSCO,0.9,2025-04-24T11:19:13.129092,2025-05-10T11:19:13.129092,4,3,16,45HC,False,0.2,0.02,0.01,0.391,True,45,delayed
TRAIN-00157,Port Klang,Le Havre,CMA CGM,0.85,2025-03-06T11:19:13.129099,2025-04-09T11:19:13.129099,3,3,34,40GP,False,0.26,0.1,0.01,0.4,False,0,on_time
TRAIN-00158,New York,Rotterdam,MSC,0.88,2025-02-27T11:19:13.129106,2025-03-10T11:19:13.129106,2,3,11,40HC,False,0.18,0.15,0.01,0.34,False,0,on_time
TRAIN-00159,Shanghai,Long Beach,MAERSK,0.92,2025-10-12T11:19:13.129113,2025-10-27T11:19:13.129113,10,6,15,20GP,True,0.18,0.12,0.05,0.3,True,24,delayed
TRAIN-00160,Hong Kong,Singapore,ONE,0.87,2025-09-28T11:19:13.129120,2025-10-03T11:19:13.129120,9,6,5,45HC,False,0.07,0.08,0.05,0.22,False,0,on_time
TRAIN-00161,Busan,Los Angeles,CMA CGM,0.85,2026-01-05T11:19:13.129127,2026-01-17T11:19:13.129127,1,0,12,45HC,False,0.14,0.05,0.02,0.24,True,24,delayed
TRAIN-00162,Yantian,Seattle,COSCO,0.9,2025-10-21T11:19:13.129135,2025-11-03T11:19:13.129135,10,1,13,40GP,False,0.12,0.12,0.01,0.23,False,0,on_time
TRAIN-00163,Shanghai,Hamburg,MAERSK,0.92,2025-10-26T11:19:13.129142,2025-12-01T11:19:13.129142,10,6,36,20GP,True,0.28,0.12,0.05,0.4,True,96,delayed
TRAIN-00164,Yantian,Felixstowe,COSCO,0.9,2025-05-10T11:19:13.129149,2025-06-17T11:19:13.129149,5,5,38,40GP,False,0.3,0.0,0.05,0.485,False,0,on_time
TRAIN-00165,Los Angeles,Hamburg,EVERGREEN,0.86,2025-05-02T11:19:13.129156,2025-05-26T11:19:13.129156,5,4,24,40HC,False,0.35,0.0,0.03,0.42,False,0,on_time
TRAIN-00166,Shanghai,Long Beach,CMA CGM,0.85,2025-02-10T11:19:13.129163,2025-02-25T11:19:13.129163,2,0,15,20GP,False,0.18,0.15,0.02,0.38,True,24,delayed
TRAIN-00167,Singapore,Rotterdam,HMM,0.84,2025-06-10T11:19:13.129170,2025-07-12T11:19:13.129170,6,1,32,40HC,False,0.22,0.0,0.01,0.28,True,24,delayed
TRAIN-00168,Shanghai,Rotterdam,COSCO,0.9,2025-09-17T11:19:13.129178,2025-10-22T11:19:13.129178,9,2,35,40GP,False,0.25,0.08,0.0,0.587,False,0,on_time
TRAIN-00169,Shanghai,Long Beach,EVERGREEN,0.86,2025-04-28T11:19:13.129185,2025-05-13T11:19:13.129185,4,0,15,40HC,False,0.18,0.02,0.02,0.26,False,0,on_time
TRAIN-00170,Shanghai,Hamburg,HMM,0.84,2025-12-21T11:19:13.129192,2026-01-26T11:19:13.129192,12,6,36,40HC,False,0.28,0.08,0.05,0.46,False,0,on_time
TRAIN-00171,Shanghai,Rotterdam,CMA CGM,0.85,2025-02-04T11:19:13.129198,2025-03-11T11:19:13.129198,2,1,35,20GP,False,0.25,0.15,0.01,0.44,True,168,delayed
TRAIN-00172,Singapore,Jakarta,HMM,0.84,2025-05-02T11:19:13.129206,2025-05-06T11:19:13.129206,5,4,4,20GP,False,0.1,0.0,0.03,0.18,False,0,on_time
TRAIN-00173,Shanghai,Los Angeles,MAERSK,0.92,2025-04-19T11:19:13.129213,2025-05-03T11:19:13.129213,4,5,14,40GP,False,0.15,0.02,0.05,0.17,True,62,delayed
TRAIN-00174,Yantian,Seattle,CMA CGM,0.85,2025-11-29T11:19:13.129220,2025-12-12T11:19:13.129220,11,5,13,20GP,False,0.12,0.1,0.05,0.3,False,0,on_time
TRAIN-00175,Shanghai,Long Beach,HMM,0.84,2025-01-13T11:19:13.129227,2025-01-28T11:19:13.129227,1,0,15,40GP,False,0.18,0.05,0.02,0.3,False,0,on_time
TRAIN-00176,Singapore,Rotterdam,HAPAG-LLOYD,0.91,2025-05-05T11:19:13.129234,2025-06-06T11:19:13.129234,5,0,32,40GP,False,0.22,0.0,0.02,0.21,False,0,on_time
TRAIN-00177,New York,Rotterdam,HAPAG-LLOYD,0.91,2025-09-24T11:19:13.129241,2025-10-05T11:19:13.129241,9,2,11,40HC,False,0.18,0.08,0.0,0.392,False,0,on_time
TRAIN-00178,Port Klang,Le Havre,EVERGREEN,0.86,2025-11-24T11:19:13.129248,2025-12-28T11:19:13.129248,11,0,34,45HC,False,0.26,0.1,0.02,0.42,True,44,delayed
TRAIN-00179,Shanghai,Los Angeles,HMM,0.84,2025-03-17T11:19:13.129255,2025-03-31T11:19:13.129255,3,0,14,40HC,True,0.15,0.1,0.02,0.511,True,24,delayed
TRAIN-00180,Port Klang,Le Havre,HMM,0.84,2025-12-15T11:19:13.129263,2026-01-18T11:19:13.129263,12,0,34,40HC,False,0.26,0.08,0.02,0.41,False,0,on_time
TRAIN-00181,Port Klang,Le Havre,EVERGREEN,0.86,2025-01-25T11:19:13.129270,2025-02-28T11:19:13.129270,1,5,34,40HC,True,0.26,0.05,0.05,0.4,True,70,delayed
TRAIN-00182,Yantian,Seattle,EVERGREEN,0.86,2025-04-22T11:19:13.129277,2025-05-05T11:19:13.129277,4,1,13,45HC,False,0.12,0.02,0.01,0.19,True,58,delayed
TRAIN-00183,Shanghai,Hamburg,MAERSK,0.92,2025-11-24T11:19:13.129285,2025-12-30T11:19:13.129285,11,0,36,45HC,False,0.28,0.1,0.02,0.35,False,0,on_time
TRAIN-00184,Shanghai,Long Beach,COSCO,0.9,2025-12-23T11:19:13.129297,2026-01-07T11:19:13.129297,12,1,15,20GP,False,0.18,0.08,0.01,0.25,False,0,on_time
TRAIN-00185,Shanghai,Hamburg,MSC,0.88,2025-11-28T11:19:13.129304,2026-01-03T11:19:13.129304,11,4,36,40GP,False,0.28,0.1,0.03,0.595,False,0,on_time
TRAIN-00186,Yantian,Felixstowe,HMM,0.84,2025-03-07T11:19:13.129312,2025-04-14T11:19:13.129312,3,4,38,45HC,False,0.3,0.1,0.03,0.48,True,50,delayed
TRAIN-00187,Yantian,Seattle,ONE,0.87,2025-01-11T11:19:13.129319,2025-01-24T11:19:13.129319,1,5,13,40GP,False,0.12,0.05,0.05,0.24,False,0,on_time
TRAIN-00188,Shanghai,Long Beach,CMA CGM,0.85,2025-04-23T11:19:13.129326,2025-05-08T11:19:13.129326,4,2,15,40GP,False,0.18,0.02,0.0,0.23,False,0,on_time
TRAIN-00189,Hong Kong,Singapore,COSCO,0.9,2025-04-22T11:19:13.129333,2025-04-27T11:19:13.129333,4,1,5,40GP,False,0.07,0.02,0.01,0.08,False,0,on_time
TRAIN-00190,Yantian,Felixstowe,HMM,0.84,2025-08-19T11:19:13.129340,2025-09-26T11:19:13.129340,8,1,38,40HC,True,0.3,0.05,0.01,0.565,True,88,delayed
TRAIN-00191,Shanghai,Hamburg,ONE,0.87,2025-04-02T11:19:13.129347,2025-05-08T11:19:13.129347,4,2,36,20GP,False,0.28,0.02,0.0,0.32,False,0,on_time
TRAIN-00192,New York,Rotterdam,HMM,0.84,2025-02-25T11:19:13.129354,2025-03-08T11:19:13.129354,2,1,11,20GP,False,0.18,0.15,0.01,0.39,True,154,delayed
TRAIN-00193,Shanghai,Singapore,MSC,0.88,2025-03-15T11:19:13.129362,2025-03-22T11:19:13.129362,3,5,7,20GP,False,0.08,0.1,0.05,0.23,True,24,delayed
TRAIN-00194,Singapore,Jakarta,CMA CGM,0.85,2025-02-21T11:19:13.129369,2025-02-25T11:19:13.129369,2,4,4,20GP,False,0.1,0.15,0.03,0.31,False,0,on_time
TRAIN-00195,Shanghai,Singapore,EVERGREEN,0.86,2025-05-01T11:19:13.129376,2025-05-08T11:19:13.129376,5,3,7,40HC,False,0.08,0.0,0.01,0.367,False,0,on_time
TRAIN-00196,Shanghai,Long Beach,CMA CGM,0.85,2025-01-15T11:19:13.129383,2025-01-30T11:19:13.129383,1,2,15,45HC,False,0.18,0.05,0.0,0.26,False,0,on_time
TRAIN-00197,Singapore,Jakarta,ONE,0.87,2025-02-02T11:19:13.129390,2025-02-06T11:19:13.129390,2,6,4,40HC,False,0.1,0.15,0.05,0.32,False,0,on_time
TRAIN-00198,Ningbo,Long Beach,HMM,0.84,2025-07-29T11:19:13.129397,2025-08-14T11:19:13.129397,7,1,16,20GP,False,0.2,0.03,0.01,0.29,True,168,delayed
TRAIN-00199,New York,Rotterdam,MAERSK,0.92,2025-02-26T11:19:13.129404,2025-03-09T11:19:13.129404,2,2,11,20GP,False,0.18,0.15,0.0,0.28,True,24,delayed
TRAIN-00200,Yantian,Felixstowe,EVERGREEN,0.86,2025-12-15T11:19:13.129421,2026-01-22T11:19:13.129421,12,0,38,45HC,False,0.3,0.08,0.02,0.605,True,106,delayed
TRAIN-00201,Hong Kong,Singapore,EVERGREEN,0.86,2025-11-16T11:19:13.129454,2025-11-21T11:19:13.129454,11,6,5,40GP,False,0.07,0.1,0.05,0.26,False,0,on_time
TRAIN-00202,Shanghai,Hamburg,MAERSK,0.92,2025-09-28T11:19:13.129472,2025-11-03T11:19:13.129472,9,6,36,40GP,False,0.28,0.08,0.05,0.36,False,0,on_time
TRAIN-00203,Hong Kong,Singapore,CMA CGM,0.85,2025-03-27T11:19:13.129482,2025-04-01T11:19:13.129482,3,3,5,40HC,False,0.07,0.1,0.01,0.21,False,0,on_time
TRAIN-00204,Yantian,Seattle,MAERSK,0.92,2025-06-01T11:19:13.129491,2025-06-14T11:19:13.129491,6,6,13,40GP,False,0.12,0.0,0.05,0.12,False,0,on_time
TRAIN-00205,Ningbo,Long Beach,CMA CGM,0.85,2025-12-09T11:19:13.129499,2025-12-25T11:19:13.129499,12,1,16,20GP,False,0.2,0.08,0.01,0.32,True,43,delayed
TRAIN-00206,Yantian,Felixstowe,HMM,0.84,2025-06-08T11:19:13.129506,2025-07-16T11:19:13.129506,6,6,38,45HC,False,0.3,0.0,0.05,0.66,False,0,on_time
TRAIN-00207,Hong Kong,Singapore,HAPAG-LLOYD,0.91,2025-06-19T11:19:13.129512,2025-06-24T11:19:13.129512,6,3,5,40HC,False,0.07,0.0,0.01,0.05,False,0,on_time
TRAIN-00208,Yantian,Seattle,MSC,0.88,2025-09-14T11:19:13.129518,2025-09-27T11:19:13.129518,9,6,13,40HC,False,0.12,0.08,0.05,0.25,False,0,on_time
TRAIN-00209,Ningbo,Long Beach,CMA CGM,0.85,2025-11-08T11:19:13.129523,2025-11-24T11:19:13.129523,11,5,16,40HC,False,0.2,0.1,0.05,0.38,False,0,on_time
TRAIN-00210,Singapore,Rotterdam,ONE,0.87,2025-05-30T11:19:13.129528,2025-07-01T11:19:13.129528,5,4,32,40HC,False,0.22,0.0,0.03,0.27,False,0,on_time
TRAIN-00211,Yantian,Felixstowe,ONE,0.87,2025-01-28T11:19:13.129534,2025-03-07T11:19:13.129534,1,1,38,20GP,False,0.3,0.05,0.01,0.38,False,0,on_time
TRAIN-00212,Shanghai,Los Angeles,CMA CGM,0.85,2025-04-23T11:19:13.129539,2025-05-07T11:19:13.129539,4,2,14,40GP,False,0.15,0.02,0.0,0.2,False,0,on_time
TRAIN-00213,Shanghai,Singapore,ONE,0.87,2025-07-24T11:19:13.129545,2025-07-31T11:19:13.129545,7,3,7,45HC,False,0.08,0.03,0.01,0.14,False,0,on_time
TRAIN-00214,Singapore,Jakarta,COSCO,0.9,2025-08-20T11:19:13.129550,2025-08-24T11:19:13.129550,8,2,4,40HC,False,0.1,0.05,0.0,0.368,True,24,delayed
TRAIN-00215,Singapore,Rotterdam,COSCO,0.9,2025-11-29T11:19:13.129557,2025-12-31T11:19:13.129557,11,5,32,40HC,False,0.22,0.1,0.05,0.501,False,0,on_time
TRAIN-00216,Shanghai,Singapore,MAERSK,0.92,2025-09-26T11:19:13.129562,2025-10-03T11:19:13.129562,9,4,7,40HC,False,0.08,0.08,0.03,0.14,False,0,on_time
TRAIN-00217,Los Angeles,Hamburg,COSCO,0.9,2025-11-21T11:19:13.129567,2025-12-15T11:19:13.129567,11,4,24,40GP,True,0.35,0.1,0.03,0.46,True,24,delayed
TRAIN-00218,Ningbo,Long Beach,EVERGREEN,0.86,2025-05-17T11:19:13.129573,2025-06-02T11:19:13.129573,5,5,16,45HC,True,0.2,0.0,0.05,0.29,True,24,delayed
TRAIN-00219,Busan,Los Angeles,COSCO,0.9,2025-06-19T11:19:13.129579,2025-07-01T11:19:13.129579,6,3,12,45HC,False,0.14,0.0,0.01,0.354,True,75,delayed
TRAIN-00220,Shanghai,Hamburg,HAPAG-LLOYD,0.91,2025-12-03T11:19:13.129585,2026-01-08T11:19:13.129585,12,2,36,45HC,True,0.28,0.08,0.0,0.33,True,24,delayed
TRAIN-00221,Hong Kong,Singapore,HMM,0.84,2025-11-13T11:19:13.129591,2025-11-18T11:19:13.129591,11,3,5,40GP,False,0.07,0.1,0.01,0.484,False,0,on_time
TRAIN-00222,Shanghai,Rotterdam,HAPAG-LLOYD,0.91,2025-04-06T11:19:13.129596,2025-05-11T11:19:13.129596,4,6,35,45HC,False,0.25,0.02,0.05,0.29,False,0,on_time
TRAIN-00223,Singapore,Jakarta,HAPAG-LLOYD,0.91,2025-07-27T11:19:13.129602,2025-07-31T11:19:13.129602,7,6,4,20GP,False,0.1,0.03,0.05,0.44,False,0,on_time
TRAIN-00224,Yantian,Seattle,HMM,0.84,2025-10-17T11:19:13.129612,2025-10-30T11:19:13.129612,10,4,13,20GP,False,0.12,0.12,0.03,0.32,True,102,delayed
TRAIN-00225,Shanghai,Rotterdam,COSCO,0.9,2025-05-23T11:19:13.129618,2025-06-27T11:19:13.129618,5,4,35,40GP,False,0.25,0.0,0.03,0.26,False,0,on_time
TRAIN-00226,Port Klang,Le Havre,HAPAG-LLOYD,0.91,2025-10-05T11:19:13.129624,2025-11-08T11:19:13.129624,10,6,34,40GP,False,0.26,0.12,0.05,0.4,True,59,delayed
TRAIN-00227,New York,Rotterdam,CMA CGM,0.85,2025-06-03T11:19:13.129630,2025-06-14T11:19:13.129630,6,1,11,20GP,False,0.18,0.0,0.01,0.22,True,61,delayed
TRAIN-00228,Singapore,Jakarta,COSCO,0.9,2025-05-13T11:19:13.129635,2025-05-17T11:19:13.129635,5,1,4,40HC,False,0.1,0.0,0.01,0.09,False,0,on_time
TRAIN-00229,Los Angeles,Hamburg,CMA CGM,0.85,2025-07-10T11:19:13.129641,2025-08-03T11:19:13.129641,7,3,24,45HC,False,0.35,0.03,0.01,0.42,True,57,delayed
TRAIN-00230,Shanghai,Long Beach,HAPAG-LLOYD,0.91,2025-11-03T11:19:13.129647,2025-11-18T11:19:13.129647,11,0,15,20GP,False,0.18,0.1,0.02,0.27,False,0,on_time
TRAIN-00231,Ningbo,Long Beach,HAPAG-LLOYD,0.91,2025-08-03T11:19:13.129652,2025-08-19T11:19:13.129652,8,6,16,40HC,False,0.2,0.05,0.05,0.27,False,0,on_time
TRAIN-00232,Yantian,Felixstowe,CMA CGM,0.85,2025-04-28T11:19:13.129657,2025-06-05T11:19:13.129657,4,0,38,40HC,False,0.3,0.02,0.02,0.37,False,0,on_time
TRAIN-00233,Hong Kong,Singapore,HMM,0.84,2025-03-16T11:19:13.129663,2025-03-21T11:19:13.129663,3,6,5,40GP,False,0.07,0.1,0.05,0.27,False,0,on_time
TRAIN-00234,Shanghai,Los Angeles,ONE,0.87,2025-06-10T11:19:13.129669,2025-06-24T11:19:13.129669,6,1,14,45HC,False,0.15,0.0,0.01,0.18,False,0,on_time
TRAIN-00235,Singapore,Jakarta,ONE,0.87,2025-12-17T11:19:13.129676,2025-12-21T11:19:13.129676,12,2,4,40GP,False,0.1,0.08,0.0,0.2,False,0,on_time
TRAIN-00236,Shanghai,Hamburg,EVERGREEN,0.86,2025-11-16T11:19:13.129682,2025-12-22T11:19:13.129682,11,6,36,45HC,False,0.28,0.1,0.05,0.47,False,0,on_time
TRAIN-00237,Shanghai,Rotterdam,HAPAG-LLOYD,0.91,2025-03-30T11:19:13.129687,2025-05-04T11:19:13.129687,3,6,35,45HC,False,0.25,0.1,0.05,0.37,True,31,delayed
TRAIN-00238,Port Klang,Le Havre,EVERGREEN,0.86,2025-08-22T11:19:13.129692,2025-09-25T11:19:13.129692,8,4,34,20GP,False,0.26,0.05,0.03,0.38,False,0,on_time
TRAIN-00239,Shanghai,Rotterdam,MAERSK,0.92,2025-11-18T11:19:13.129698,2025-12-23T11:19:13.129698,11,1,35,40HC,True,0.25,0.1,0.01,0.31,True,168,delayed
TRAIN-00240,Los Angeles,Hamburg,EVERGREEN,0.86,2025-01-24T11:19:13.129703,2025-02-17T11:19:13.129703,1,4,24,45HC,True,0.35,0.05,0.03,0.47,True,61,delayed
TRAIN-00241,Yantian,Seattle,EVERGREEN,0.86,2025-12-26T11:19:13.129709,2026-01-08T11:19:13.129709,12,4,13,20GP,True,0.12,0.08,0.03,0.27,True,24,delayed
TRAIN-00242,Shanghai,Los Angeles,EVERGREEN,0.86,2025-01-12T11:19:13.129715,2025-01-26T11:19:13.129715,1,6,14,40HC,False,0.15,0.05,0.05,0.29,False,0,on_time
TRAIN-00243,Ningbo,Long Beach,ONE,0.87,2025-05-04T11:19:13.129721,2025-05-20T11:19:13.129721,5,6,16,45HC,True,0.2,0.0,0.05,0.27,True,167,delayed
TRAIN-00244,Ningbo,Long Beach,MAERSK,0.92,2025-04-03T11:19:13.129726,2025-04-19T11:19:13.129726,4,3,16,40GP,False,0.2,0.02,0.01,0.18,False,0,on_time
TRAIN-00245,Shanghai,Long Beach,COSCO,0.9,2025-08-08T11:19:13.129732,2025-08-23T11:19:13.129732,8,4,15,45HC,False,0.18,0.05,0.03,0.24,False,0,on_time
TRAIN-00246,Port Klang,Le Havre,HAPAG-LLOYD,0.91,2025-12-16T11:19:13.129737,2026-01-19T11:19:13.129737,12,1,34,45HC,False,0.26,0.08,0.01,0.32,False,0,on_time
TRAIN-00247,Los Angeles,Hamburg,CMA CGM,0.85,2025-05-03T11:19:13.129743,2025-05-27T11:19:13.129743,5,5,24,40HC,True,0.35,0.0,0.05,0.43,True,24,delayed
TRAIN-00248,Busan,Los Angeles,MAERSK,0.92,2025-01-28T11:19:13.129749,2025-02-09T11:19:13.129749,1,1,12,45HC,False,0.14,0.05,0.01,0.15,False,0,on_time
TRAIN-00249,Hong Kong,Singapore,COSCO,0.9,2025-07-16T11:19:13.129754,2025-07-21T11:19:13.129754,7,2,5,40HC,False,0.07,0.03,0.0,0.08,False,0,on_time
TRAIN-00250,Ningbo,Long Beach,HAPAG-LLOYD,0.91,2025-04-22T11:19:13.129759,2025-05-08T11:19:13.129759,4,1,16,40GP,False,0.2,0.02,0.01,0.2,False,0,on_time
TRAIN-00251,Ningbo,Long Beach,MAERSK,0.92,2025-06-01T11:19:13.129765,2025-06-17T11:19:13.129765,6,6,16,20GP,False,0.2,0.0,0.05,0.2,False,0,on_time
TRAIN-00252,Ningbo,Long Beach,COSCO,0.9,2025-05-26T11:19:13.129770,2025-06-11T11:19:13.129770,5,0,16,40GP,False,0.2,0.0,0.02,0.2,False,0,on_time
TRAIN-00253,Yantian,Felixstowe,MAERSK,0.92,2025-11-14T11:19:13.129775,2025-12-22T11:19:13.129775,11,4,38,40GP,False,0.3,0.1,0.03,0.38,False,0,on_time
TRAIN-00254,Los Angeles,Hamburg,EVERGREEN,0.86,2025-07-19T11:19:13.129781,2025-08-12T11:19:13.129781,7,5,24,45HC,False,0.35,0.03,0.05,0.47,True,48,delayed
TRAIN-00255,Port Klang,Le Havre,HMM,0.84,2025-03-09T11:19:13.129787,2025-04-12T11:19:13.129787,3,6,34,40HC,False,0.26,0.1,0.05,0.686,False,0,on_time
TRAIN-00256,Busan,Los Angeles,HMM,0.84,2025-08-14T11:19:13.129792,2025-08-26T11:19:13.129792,8,3,12,20GP,False,0.14,0.05,0.01,0.25,True,86,delayed
TRAIN-00257,Singapore,Rotterdam,ONE,0.87,2025-08-07T11:19:13.129798,2025-09-08T11:19:13.129798,8,3,32,40GP,True,0.22,0.05,0.01,0.3,True,24,delayed
TRAIN-00258,Shanghai,Los Angeles,EVERGREEN,0.86,2025-07-04T11:19:13.129804,2025-07-18T11:19:13.129804,7,4,14,45HC,True,0.15,0.03,0.03,0.25,True,81,delayed
TRAIN-00259,Ningbo,Long Beach,MSC,0.88,2025-09-29T11:19:13.129810,2025-10-15T11:19:13.129810,9,0,16,20GP,False,0.2,0.08,0.02,0.3,True,24,delayed
TRAIN-00260,Shanghai,Long Beach,EVERGREEN,0.86,2025-12-15T11:19:13.129818,2025-12-30T11:19:13.129818,12,0,15,45HC,False,0.18,0.08,0.02,0.32,False,0,on_time
TRAIN-00261,Singapore,Jakarta,COSCO,0.9,2025-07-08T11:19:13.129823,2025-07-12T11:19:13.129823,7,1,4,40HC,False,0.1,0.03,0.01,0.12,False,0,on_time
TRAIN-00262,Yantian,Felixstowe,HMM,0.84,2025-05-02T11:19:13.129829,2025-06-09T11:19:13.129829,5,4,38,40HC,False,0.3,0.0,0.03,0.626,True,24,delayed
TRAIN-00263,Hong Kong,Singapore,MSC,0.88,2025-09-26T11:19:13.129835,2025-10-01T11:19:13.129835,9,4,5,20GP,False,0.07,0.08,0.03,0.444,False,0,on_time
TRAIN-00264,Shanghai,Los Angeles,ONE,0.87,2025-02-28T11:19:13.129842,2025-03-14T11:19:13.129842,2,4,14,45HC,False,0.15,0.15,0.03,0.35,False,0,on_time
TRAIN-00265,Yantian,Seattle,MSC,0.88,2025-08-02T11:19:13.129848,2025-08-15T11:19:13.129848,8,5,13,40GP,False,0.12,0.05,0.05,0.22,False,0,on_time
TRAIN-00266,Port Klang,Le Havre,ONE,0.87,2025-09-08T11:19:13.129853,2025-10-12T11:19:13.129853,9,0,34,40GP,False,0.26,0.08,0.02,0.38,False,0,on_time
TRAIN-00267,Shanghai,Rotterdam,CMA CGM,0.85,2025-08-31T11:19:13.129859,2025-10-05T11:19:13.129859,8,6,35,45HC,True,0.25,0.05,0.05,0.38,True,88,delayed
TRAIN-00268,Shanghai,Singapore,CMA CGM,0.85,2025-11-03T11:19:13.129865,2025-11-10T11:19:13.129865,11,0,7,40HC,False,0.08,0.1,0.02,0.23,False,0,on_time
TRAIN-00269,Yantian,Seattle,ONE,0.87,2025-06-17T11:19:13.129870,2025-06-30T11:19:13.129870,6,1,13,40GP,False,0.12,0.0,0.01,0.15,False,0,on_time
TRAIN-00270,New York,Rotterdam,MAERSK,0.92,2025-03-06T11:19:13.129876,2025-03-17T11:19:13.129876,3,3,11,40HC,False,0.18,0.1,0.01,0.24,False,0,on_time
TRAIN-00271,Yantian,Felixstowe,COSCO,0.9,2025-09-02T11:19:13.129881,2025-10-10T11:19:13.129881,9,1,38,40GP,True,0.3,0.08,0.01,0.37,True,168,delayed
TRAIN-00272,Los Angeles,Hamburg,CMA CGM,0.85,2025-09-01T11:19:13.129887,2025-09-25T11:19:13.129887,9,0,24,40GP,False,0.35,0.08,0.02,0.48,True,24,delayed
TRAIN-00273,Yantian,Seattle,HMM,0.84,2025-05-13T11:19:13.129893,2025-05-26T11:19:13.129893,5,1,13,45HC,False,0.12,0.0,0.01,0.18,False,0,on_time
TRAIN-00274,Los Angeles,Hamburg,MAERSK,0.92,2025-02-07T11:19:13.129898,2025-03-03T11:19:13.129898,2,4,24,45HC,True,0.35,0.15,0.03,0.631,True,29,delayed
TRAIN-00275,New York,Rotterdam,MSC,0.88,2025-09-22T11:19:13.129904,2025-10-03T11:19:13.129904,9,0,11,40GP,False,0.18,0.08,0.02,0.28,False,0,on_time
TRAIN-00276,Ningbo,Long Beach,COSCO,0.9,2025-11-29T11:19:13.129909,2025-12-15T11:19:13.129909,11,5,16,40HC,False,0.2,0.1,0.05,0.33,False,0,on_time
TRAIN-00277,Los Angeles,Hamburg,EVERGREEN,0.86,2025-05-03T11:19:13.129914,2025-05-27T11:19:13.129914,5,5,24,20GP,True,0.35,0.0,0.05,0.44,True,24,delayed
TRAIN-00278,Yantian,Seattle,EVERGREEN,0.86,2025-02-23T11:19:13.129920,2025-03-08T11:19:13.129920,2,6,13,45HC,False,0.12,0.15,0.05,0.36,False,0,on_time
